age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,income
38.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,44.00,<=50K
39.00,Private,HS-grad,9.00,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.00,<=50K
29.00,Private,Assoc-voc,11.00,Married-civ-spouse,Tech-support,Husband,White,Male,40.00,<=50K
45.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
34.00,Private,HS-grad,9.00,Married-civ-spouse,Transport-moving,Husband,White,Male,55.00,<=50K
38.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
39.00,Private,10th,6.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
61.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,20.00,<=50K
43.00,Private,11th,7.00,Married-civ-spouse,Transport-moving,Husband,White,Male,40.00,<=50K
35.00,Private,Some-college,10.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.00,<=50K
46.00,Private,Some-college,10.00,Married-civ-spouse,Sales,Husband,White,Male,50.00,<=50K
38.00,Private,HS-grad,9.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.00,<=50K
42.00,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,48.00,<=50K
34.00,Private,Assoc-acdm,12.00,Married-civ-spouse,Tech-support,Husband,White,Male,10.00,<=50K
29.00,Private,7th-8th,4.00,Married-civ-spouse,Farming-fishing,Husband,White,Male,40.00,<=50K
32.00,Private,11th,7.00,Married-civ-spouse,Craft-repair,Husband,White,Male,30.00,<=50K
60.00,Private,HS-grad,9.00,Married-civ-spouse,Protective-serv,Husband,White,Male,34.00,<=50K
49.00,Local-gov,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
53.00,Local-gov,HS-grad,9.00,Married-civ-spouse,Other-service,Husband,White,Male,45.00,<=50K
56.00,Private,7th-8th,4.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.00,<=50K
48.00,Private,11th,7.00,Married-civ-spouse,Transport-moving,Husband,White,Male,40.00,<=50K
32.00,Federal-gov,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40.00,<=50K
42.00,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
32.00,Private,Assoc-acdm,12.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,42.00,<=50K
28.00,Local-gov,Assoc-acdm,12.00,Married-civ-spouse,Protective-serv,Husband,White,Male,40.00,<=50K
26.00,Private,Assoc-voc,11.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
59.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,<=50K
47.00,Self-emp-not-inc,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,30.00,<=50K
26.00,?,Bachelors,13.00,Married-civ-spouse,?,Husband,White,Male,40.00,<=50K
41.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,60.00,<=50K
36.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Own-child,White,Female,40.00,<=50K
45.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,55.00,<=50K
30.00,Private,Assoc-acdm,12.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,<=50K
36.00,Private,HS-grad,9.00,Married-civ-spouse,Transport-moving,Husband,White,Male,40.00,<=50K
34.00,Self-emp-inc,HS-grad,9.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,<=50K
53.00,Private,HS-grad,9.00,Married-civ-spouse,Transport-moving,Husband,White,Male,40.00,<=50K
51.00,Private,HS-grad,9.00,Married-civ-spouse,Sales,Husband,White,Male,45.00,<=50K
47.00,Self-emp-not-inc,Doctorate,16.00,Married-civ-spouse,Transport-moving,Husband,White,Male,45.00,<=50K
19.00,?,HS-grad,9.00,Never-married,?,Unmarried,White,Male,40.00,<=50K
30.00,Private,HS-grad,9.00,Never-married,Adm-clerical,Unmarried,White,Male,42.00,<=50K
20.00,Private,HS-grad,9.00,Never-married,Other-service,Unmarried,White,Male,40.00,<=50K
42.00,Federal-gov,Masters,14.00,Divorced,Adm-clerical,Not-in-family,White,Male,60.00,<=50K
31.00,Private,11th,7.00,Never-married,Craft-repair,Not-in-family,White,Male,40.00,<=50K
33.00,Private,Bachelors,13.00,Never-married,Handlers-cleaners,Not-in-family,White,Male,40.00,<=50K
25.00,Private,Assoc-acdm,12.00,Never-married,Tech-support,Not-in-family,White,Female,30.00,<=50K
20.00,Private,HS-grad,9.00,Never-married,Other-service,Not-in-family,White,Male,40.00,<=50K
23.00,Private,HS-grad,9.00,Never-married,Adm-clerical,Own-child,Black,Male,40.00,<=50K
55.00,?,HS-grad,9.00,Separated,?,Not-in-family,Black,Female,40.00,<=50K
41.00,Self-emp-not-inc,Some-college,10.00,Divorced,Craft-repair,Not-in-family,White,Male,50.00,<=50K
54.00,Self-emp-not-inc,HS-grad,9.00,Widowed,Craft-repair,Not-in-family,White,Male,35.00,<=50K
25.00,Private,HS-grad,9.00,Never-married,Craft-repair,Not-in-family,White,Male,50.00,<=50K
19.00,Private,Some-college,10.00,Never-married,Adm-clerical,Own-child,White,Female,40.00,<=50K
24.00,Private,HS-grad,9.00,Never-married,Adm-clerical,Not-in-family,White,Female,37.00,<=50K
56.00,Federal-gov,Bachelors,13.00,Never-married,Transport-moving,Not-in-family,Black,Male,65.00,<=50K
21.00,Local-gov,Some-college,10.00,Never-married,Other-service,Not-in-family,White,Female,40.00,<=50K
34.00,Private,HS-grad,9.00,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40.00,<=50K
19.00,Private,HS-grad,9.00,Never-married,Adm-clerical,Own-child,White,Male,40.00,<=50K
21.00,?,Some-college,10.00,Never-married,?,Not-in-family,White,Male,45.00,<=50K
48.00,Private,HS-grad,9.00,Separated,Adm-clerical,Not-in-family,White,Female,40.00,<=50K
34.00,Private,Bachelors,13.00,Never-married,Other-service,Not-in-family,White,Male,40.00,<=50K
31.00,Private,HS-grad,9.00,Never-married,Farming-fishing,Not-in-family,White,Male,40.00,<=50K
36.00,Private,HS-grad,9.00,Never-married,Other-service,Not-in-family,Black,Female,40.00,<=50K
27.00,Private,HS-grad,9.00,Never-married,Other-service,Not-in-family,White,Male,40.00,<=50K
27.00,Private,Some-college,10.00,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,40.00,<=50K
35.00,Private,Bachelors,13.00,Divorced,Sales,Not-in-family,White,Female,65.00,<=50K
31.00,Self-emp-not-inc,Bachelors,13.00,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,60.00,<=50K
27.00,Federal-gov,HS-grad,9.00,Never-married,Craft-repair,Not-in-family,Black,Male,40.00,<=50K
28.00,Local-gov,Assoc-acdm,12.00,Never-married,Adm-clerical,Not-in-family,White,Female,40.00,<=50K
42.00,Private,HS-grad,9.00,Divorced,Transport-moving,Not-in-family,White,Male,46.00,<=50K
44.00,Private,Some-college,10.00,Separated,Exec-managerial,Not-in-family,White,Male,45.00,<=50K
41.00,Private,Bachelors,13.00,Divorced,Sales,Not-in-family,White,Male,56.00,<=50K
28.00,Private,Bachelors,13.00,Never-married,Tech-support,Not-in-family,White,Female,35.00,<=50K
41.00,Federal-gov,HS-grad,9.00,Never-married,Adm-clerical,Not-in-family,White,Female,40.00,<=50K
35.00,Private,10th,6.00,Widowed,Other-service,Not-in-family,Black,Female,40.00,<=50K
58.00,Private,Masters,14.00,Divorced,Adm-clerical,Not-in-family,White,Female,45.00,<=50K
40.00,Private,HS-grad,9.00,Divorced,Machine-op-inspct,Not-in-family,White,Male,48.00,<=50K
31.00,Private,Assoc-voc,11.00,Never-married,Transport-moving,Own-child,White,Male,60.00,<=50K
30.00,Private,HS-grad,9.00,Never-married,Sales,Not-in-family,White,Female,40.00,<=50K
32.00,Private,Some-college,10.00,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,40.00,<=50K
25.00,Private,Some-college,10.00,Never-married,Adm-clerical,Not-in-family,White,Male,40.00,<=50K
34.00,Private,HS-grad,9.00,Never-married,Transport-moving,Own-child,White,Male,40.00,<=50K
56.00,Private,Some-college,10.00,Divorced,Exec-managerial,Not-in-family,White,Female,40.00,<=50K
45.00,Private,HS-grad,9.00,Divorced,Other-service,Not-in-family,White,Male,40.00,<=50K
50.00,Private,HS-grad,9.00,Never-married,Adm-clerical,Not-in-family,White,Male,40.00,<=50K
27.00,Private,10th,6.00,Never-married,Sales,Other-relative,White,Male,40.00,<=50K
51.00,Private,Some-college,10.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
40.00,Private,Assoc-acdm,12.00,Married-civ-spouse,Tech-support,Husband,White,Male,60.00,>50K
41.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,65.00,>50K
49.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.00,>50K
37.00,Private,Assoc-voc,11.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,>50K
36.00,Self-emp-inc,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Wife,White,Female,45.00,>50K
35.00,Private,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,80.00,>50K
29.00,Self-emp-inc,HS-grad,9.00,Married-civ-spouse,Sales,Wife,White,Female,25.00,>50K
50.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Wife,White,Female,40.00,>50K
46.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
44.00,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.00,>50K
42.00,Local-gov,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
38.00,Federal-gov,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.00,>50K
45.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,55.00,>50K
43.00,Local-gov,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,60.00,>50K
47.00,Self-emp-inc,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.00,>50K
58.00,Self-emp-inc,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.00,>50K
48.00,Private,Prof-school,15.00,Married-civ-spouse,Tech-support,Husband,White,Male,40.00,>50K
42.00,Local-gov,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,48.00,>50K
55.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
51.00,Private,10th,6.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
32.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40.00,>50K
45.00,Local-gov,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
56.00,Private,Masters,14.00,Married-civ-spouse,Craft-repair,Husband,White,Male,44.00,>50K
38.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,60.00,>50K
45.00,Private,Assoc-voc,11.00,Married-civ-spouse,Sales,Husband,White,Male,50.00,>50K
49.00,Private,Masters,14.00,Married-civ-spouse,Prof-specialty,Wife,White,Female,40.00,>50K
36.00,Private,HS-grad,9.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
49.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
30.00,Private,Doctorate,16.00,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40.00,>50K
42.00,Self-emp-inc,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.00,>50K
55.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
34.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.00,>50K
54.00,Private,Doctorate,16.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.00,>50K
42.00,Self-emp-not-inc,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,70.00,>50K
25.00,Local-gov,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
55.00,Self-emp-inc,HS-grad,9.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.00,>50K
58.00,State-gov,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.00,>50K
62.00,Private,HS-grad,9.00,Married-civ-spouse,Transport-moving,Husband,White,Male,60.00,>50K
43.00,Self-emp-inc,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
57.00,Local-gov,Masters,14.00,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40.00,>50K
42.00,Self-emp-inc,Doctorate,16.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.00,>50K
63.00,Self-emp-not-inc,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,32.00,>50K
47.00,Self-emp-not-inc,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.00,>50K
37.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
40.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,60.00,>50K
43.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.00,>50K
43.00,State-gov,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,70.00,>50K
41.00,Self-emp-not-inc,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.00,>50K
32.00,Private,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.00,>50K
47.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
39.00,Federal-gov,Some-college,10.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60.00,>50K
53.00,Private,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
34.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.00,>50K
36.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
47.00,Local-gov,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,41.00,>50K
52.00,Private,Assoc-voc,11.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.00,>50K
40.00,Self-emp-not-inc,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,60.00,>50K
42.00,Self-emp-inc,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
51.00,Private,Masters,14.00,Married-civ-spouse,Protective-serv,Husband,White,Male,40.00,>50K
55.00,Private,Masters,14.00,Married-civ-spouse,Tech-support,Husband,White,Male,20.00,>50K
38.00,Private,HS-grad,9.00,Married-civ-spouse,Sales,Husband,White,Male,99.00,>50K
52.00,Private,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
60.00,Federal-gov,HS-grad,9.00,Married-civ-spouse,Tech-support,Husband,White,Male,40.00,>50K
55.00,Private,Assoc-voc,11.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.00,>50K
47.00,Local-gov,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50.00,>50K
46.00,Private,Masters,14.00,Married-civ-spouse,Tech-support,Husband,White,Male,40.00,>50K
35.00,Private,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,45.00,>50K
59.00,Self-emp-inc,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
57.00,Private,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,45.00,>50K
46.00,Private,Some-college,10.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.00,>50K
46.00,Federal-gov,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
52.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,>50K
45.00,Private,Doctorate,16.00,Married-civ-spouse,Prof-specialty,Wife,White,Female,30.00,>50K
37.00,Private,Bachelors,13.00,Married-civ-spouse,Tech-support,Husband,White,Male,40.00,>50K
46.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.00,>50K
44.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,Black,Male,50.00,>50K
45.00,Private,Assoc-voc,11.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
43.00,Private,HS-grad,9.00,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,52.00,>50K
54.00,Local-gov,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
50.00,Private,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
51.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,60.00,>50K
45.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
36.00,Private,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.00,>50K
27.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
36.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,35.00,>50K
53.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,55.00,>50K
51.00,Local-gov,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,35.00,>50K
28.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Wife,White,Female,24.00,>50K
47.00,Self-emp-not-inc,Some-college,10.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,>50K
45.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,60.00,>50K
45.00,Local-gov,Masters,14.00,Married-civ-spouse,Prof-specialty,Wife,White,Female,35.00,>50K
39.00,Self-emp-not-inc,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.00,>50K
39.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
55.00,Self-emp-not-inc,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
62.00,Private,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,98.00,>50K
49.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,50.00,>50K
53.00,Self-emp-not-inc,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
31.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,48.00,>50K
42.00,Self-emp-inc,HS-grad,9.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,60.00,>50K
39.00,Private,Bachelors,13.00,Married-civ-spouse,Transport-moving,Husband,White,Male,45.00,>50K
60.00,Self-emp-not-inc,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.00,>50K
26.00,Private,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
37.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
45.00,State-gov,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,60.00,>50K
37.00,Private,Assoc-acdm,12.00,Married-civ-spouse,Sales,Husband,White,Male,45.00,>50K
32.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,45.00,>50K
39.00,Self-emp-inc,HS-grad,9.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
58.00,Self-emp-not-inc,10th,6.00,Married-civ-spouse,Craft-repair,Wife,White,Female,35.00,>50K
45.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,43.00,>50K
41.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,45.00,>50K
36.00,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Farming-fishing,Husband,White,Male,65.00,>50K
51.00,State-gov,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.00,>50K
39.00,Private,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,62.00,>50K
56.00,Self-emp-not-inc,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.00,>50K
53.00,Federal-gov,HS-grad,9.00,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40.00,>50K
40.00,Self-emp-not-inc,Assoc-voc,11.00,Married-civ-spouse,Prof-specialty,Wife,White,Female,15.00,>50K
57.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40.00,>50K
50.00,Local-gov,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,35.00,>50K
34.00,Private,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,55.00,>50K
35.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Wife,White,Female,30.00,>50K
30.00,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,15.00,>50K
53.00,Local-gov,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,55.00,>50K
31.00,State-gov,Doctorate,16.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,70.00,>50K
37.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,60.00,>50K
34.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,50.00,>50K
36.00,Private,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.00,>50K
40.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
51.00,Private,Some-college,10.00,Married-civ-spouse,Craft-repair,Husband,White,Male,60.00,>50K
33.00,Private,HS-grad,9.00,Married-civ-spouse,Sales,Husband,White,Male,45.00,>50K
